movie_title,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,imdb_score
The Road to El Dorado ,Color,Bibo Bergeron,82.0,89.0,10.0,442.0,Rosie Perez,2000.0,50802661.0,Adventure|Animation|Comedy|Family|Romance,Frank Welker,58300,3372,Elton John,1.0,adventurer|el dorado|gold|high priest|implied sex,http://www.imdb.com/title/tt0138749/?ref_=fn_tt_tt_1,139.0,English,USA,PG,95000000.0,2000.0,919.0,1.85,0,6.9
Howards End ,Color,James Ivory,51.0,140.0,133.0,136.0,Vanessa Redgrave,12000.0,25967000.0,Drama|Romance,Anthony Hopkins,21254,13180,Samuel West,3.0,england|friendship|prejudice|upper class|working class,http://www.imdb.com/title/tt0104454/?ref_=fn_tt_tt_1,86.0,English,UK,PG,,1992.0,898.0,2.35,788,7.5
Exodus: Gods and Kings ,Color,Ridley Scott,314.0,150.0,0.0,748.0,María Valverde,23000.0,65007045.0,Action|Adventure|Drama,Christian Bale,128682,26490,Ben Mendelsohn,0.0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657.0,English,UK,PG-13,140000000.0,2014.0,893.0,2.35,51000,6.1
Dear John ,,Lasse Hallström,162.0,108.0,529.0,690.0,Henry Thomas,17000.0,80014842.0,Drama|Romance|War,Channing Tatum,104356,19945,Scott Porter,,army|coin collector|love|surfboard|u.s. army,http://www.imdb.com/title/tt0989757/?ref_=fn_tt_tt_1,186.0,English,USA,PG-13,25000000.0,2010.0,861.0,2.35,14000,6.3
Death Sentence ,Color,James Wan,166.0,111.0,0.0,725.0,Kelly Preston,856.0,9525276.0,Action|Crime|Thriller,Aisha Tyler,60156,3309,Edi Gathegi,0.0,blood|death|gang|murder|revenge,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299.0,English,USA,R,20000000.0,2007.0,742.0,2.35,0,6.8
The Believer , Black and White,Henry Bean,84.0,98.0,21.0,76.0,Theresa Russell,33000.0,406035.0,Drama,Ryan Gosling,30314,33441,Summer Phoenix,0.0,jew|jewish nazi|nazism|racism|skinhead,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,159.0,English,USA,R,1500000.0,2001.0,243.0,1.66,0,7.2
Don McKay ,Color,Jake Goldberger,39.0,87.0,2.0,99.0,M. Emmet Walsh,592.0,,Drama|Mystery|Thriller,Pruitt Taylor Vince,2050,1227,Robert Wahlberg,1.0,dead body|dead body in a freezer|dead body wrapped in carpet|person in a car trunk|school janitor,http://www.imdb.com/title/tt1281374/?ref_=fn_tt_tt_1,17.0,English,USA,R,,2009.0,521.0,1.85,275,5.9
Ladyhawke ,Color,Richard Donner,52.0,121.0,503.0,83.0,John Wood,2000.0,,Adventure|Comedy|Drama|Fantasy,Matthew Broderick,33597,2251,Leo McKern,2.0,bishop|escape|hawk|lady|thief,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,1985.0,92.0,2.35,0,7.0
Dutch Kills ,Color,Joseph Mazzella,,90.0,0.0,9.0,Mikaal Bates,313.0,,Crime|Drama|Thriller,Tjasa Ferme,57,366,Damon Owlia,2.0,,http://www.imdb.com/title/tt2759066/?ref_=fn_tt_tt_1,2.0,English,USA,,25000.0,2015.0,25.0,,33,4.8
Strangerland ,Color,Kim Farrant,84.0,112.0,93.0,51.0,Reef Ireland,147.0,,Drama|Mystery|Thriller,Nicholas Hamilton,5637,285,Sean Keenan,0.0,australian|desert|mother daughter relationship|mother son relationship|promiscuity,http://www.imdb.com/title/tt2325977/?ref_=fn_tt_tt_1,57.0,English,Australia,R,10000000.0,2015.0,52.0,2.39,0,5.2
Forgetting Sarah Marshall ,Color,Nicholas Stoller,253.0,118.0,89.0,344.0,Jack McBrayer,15000.0,62877175.0,Comedy|Drama|Romance,Mila Kunis,217507,16758,Maria Thayer,1.0,breakup|hawaii|hotel|male full frontal nudity|resort,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1,325.0,English,USA,R,30000000.0,2008.0,975.0,1.85,0,7.2
Major League ,Color,David S. Ward,57.0,107.0,42.0,808.0,Tom Berenger,1000.0,49797148.0,Comedy|Sport,Corbin Bernsen,49007,3435,Rene Russo,3.0,cleveland indians|league|manager|owner|team,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1,97.0,English,USA,R,11000000.0,1989.0,854.0,1.85,0,7.2
First Blood ,Color,Ted Kotcheff,145.0,93.0,270.0,535.0,Brian Dennehy,13000.0,,Action|Adventure|Drama,Sylvester Stallone,172493,15192,Chris Mulkey,1.0,1980s|colonel|deputy|rambo|sheriff,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,376.0,English,USA,R,14000000.0,1982.0,954.0,2.35,0,7.7
History of the World: Part I ,Color,Mel Brooks,48.0,92.0,0.0,842.0,Sid Caesar,1000.0,,Comedy,Madeline Kahn,36559,3931,Dom DeLuise,0.0,french revolution|old testament|part of an unfinished series|reference to john wayne|roman emperor,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,131.0,English,USA,R,11000000.0,1981.0,898.0,2.35,0,6.9
Lies in Plain Sight ,Color,Patricia Cardoso,,89.0,15.0,650.0,Martha Higareda,919.0,,Drama,Rosie Perez,544,3873,Cheyenne Haynes,1.0,,http://www.imdb.com/title/tt1675312/?ref_=fn_tt_tt_1,4.0,English,USA,TV-PG,2100000.0,2010.0,718.0,1.78,162,6.3
The Best Man ,Color,Malcolm D. Lee,32.0,120.0,92.0,862.0,Sanaa Lathan,1000.0,34074895.0,Comedy|Drama,Harold Perrineau,6525,5420,Jarrod Bunch,6.0,african american|bachelor party|brooklyn bridge|family relationships|stripper,http://www.imdb.com/title/tt0168501/?ref_=fn_tt_tt_1,79.0,English,USA,R,9000000.0,1999.0,886.0,1.85,0,6.7
Isn't She Great ,Color,Andrew Bergman,63.0,95.0,31.0,450.0,Nathan Lane,944.0,2954405.0,Biography|Comedy|Romance,Stockard Channing,1977,2928,John Larroquette,0.0,autistic son|cancer|female protagonist|new york city|son,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,64.0,English,USA,R,36000000.0,2000.0,886.0,1.85,133,5.3
Lara Croft Tomb Raider: The Cradle of Life ,Color,Jan de Bont,157.0,117.0,101.0,3000.0,Angelina Jolie Pitt,18000.0,65653758.0,Action|Adventure|Fantasy,Gerard Butler,102747,33154,Djimon Hounsou,1.0,duology|female hero|female lead|orb|pandora's box,http://www.imdb.com/title/tt0325703/?ref_=fn_tt_tt_1,316.0,English,USA,PG-13,95000000.0,2003.0,11000.0,2.35,0,5.5
Tsotsi ,Color,Gavin Hood,152.0,94.0,151.0,29.0,Nambitha Mpumlwana,113.0,2912363.0,Crime|Drama,Terry Pheto,25063,278,Rapulana Seiphemo,1.0,baby|bathing a baby|criminal|slum|vomiting,http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1,177.0,Zulu,UK,R,3000000.0,2005.0,64.0,2.35,0,7.3
Killer Joe ,Color,William Friedkin,376.0,98.0,607.0,251.0,Scott A. Martin,11000.0,1987762.0,Crime|Drama|Romance|Thriller,Matthew McConaughey,59297,11853,Carol Sutton,0.0,female nudity|female pubic hair|lingerie|neo noir|pubic hair,http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1,216.0,English,USA,R,11000000.0,2011.0,414.0,1.85,12000,6.7
The Adventures of Pluto Nash ,Color,Ron Underwood,66.0,95.0,31.0,683.0,Randy Quaid,3000.0,4411102.0,Action|Comedy|Sci-Fi,Rosario Dawson,20295,6161,Burt Young,1.0,casino|future|laser gun|moon|nightclub,http://www.imdb.com/title/tt0180052/?ref_=fn_tt_tt_1,164.0,English,USA,PG-13,100000000.0,2002.0,695.0,1.85,416,3.8
RED ,Color,Robert Schwentke,315.0,111.0,124.0,357.0,Morgan Freeman,13000.0,90356857.0,Action|Comedy|Crime|Thriller,Bruce Willis,238916,24928,Jaqueline Fleming,4.0,cia|female assassin|interrogation|office cubicle|spy,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328.0,English,USA,PG-13,58000000.0,2010.0,11000.0,2.35,32000,7.1
Headhunters ,Color,Morten Tyldum,284.0,100.0,77.0,27.0,Synnøve Macody Lund,286.0,1196752.0,Crime|Drama|Thriller,Aksel Hennie,79353,385,Julie R. Ølgaard,3.0,art thief|male frontal nudity|male nudity|male star appears nude|painting,http://www.imdb.com/title/tt1614989/?ref_=fn_tt_tt_1,121.0,Norwegian,Norway,R,30300000.0,2011.0,52.0,2.39,23000,7.6
Heartbeeps ,Color,Allan Arkush,19.0,78.0,13.0,378.0,Randy Quaid,753.0,,Comedy|Sci-Fi,Bernadette Peters,1040,2791,Christopher Guest,0.0,escape|fish out of water|love|robot|servant,http://www.imdb.com/title/tt0082507/?ref_=fn_tt_tt_1,31.0,English,USA,PG,10000000.0,1981.0,695.0,2.35,425,4.2
Tango ,Color,Carlos Saura,35.0,115.0,98.0,4.0,Juan Luis Galiardo,341.0,1687311.0,Drama|Musical,Mía Maestro,2412,371,Miguel Ángel Solá,3.0,dancer|director|love|musical filmmaking|tango,http://www.imdb.com/title/tt0120274/?ref_=fn_tt_tt_1,40.0,Spanish,Spain,PG-13,700000000.0,1998.0,26.0,2.0,539,7.2
In the Shadow of the Moon , Black and White,David Sington,107.0,100.0,90.0,65.0,Buzz Aldrin,168.0,1134049.0,Documentary|History,John F. Kennedy,5475,408,Neil Armstrong,0.0,1960s|astronaut|moon|nasa|spacecraft accident,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,44.0,English,UK,PG,2000000.0,2007.0,142.0,1.85,0,8.1
Aliens vs. Predator: Requiem ,Color,Colin Strause,211.0,102.0,25.0,473.0,Johnny Lewis,1000.0,41797066.0,Action|Horror|Sci-Fi|Thriller,Sam Trammell,92789,4324,Ian Whyte,0.0,alien|escape|hunting|hybrid|predator,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,998.0,English,USA,R,40000000.0,2007.0,741.0,2.35,0,4.7
Eagle Eye ,Color,D.J. Caruso,215.0,118.0,154.0,915.0,Ethan Embry,3000.0,101111837.0,Action|Mystery|Thriller,Rosario Dawson,150764,5637,Cameron Boyce,3.0,audio surveillance|death|pentagon|technology|twin brother,http://www.imdb.com/title/tt1059786/?ref_=fn_tt_tt_1,318.0,English,USA,PG-13,80000000.0,2008.0,982.0,2.35,0,6.6
A Shine of Rainbows ,Color,Vic Sarin,37.0,101.0,24.0,130.0,Aidan Quinn,933.0,,Drama|Family,Connie Nielsen,1696,1940,John Bell,2.0,island|love|new home|orphan|rainbow,http://www.imdb.com/title/tt1014774/?ref_=fn_tt_tt_1,19.0,English,Canada,PG,6000000.0,2009.0,767.0,2.35,1000,7.2
The Best Offer ,Color,Giuseppe Tornatore,124.0,131.0,911.0,232.0,Sean Buchanan,5000.0,85433.0,Crime|Drama|Mystery|Romance,Jim Sturgess,69676,5954,Liya Kebede,2.0,antique|art|heiress|older man younger woman relationship|plot twist,http://www.imdb.com/title/tt1924396/?ref_=fn_tt_tt_1,131.0,English,Italy,R,13500000.0,2013.0,234.0,2.35,31000,7.8
Beastly ,Color,Daniel Barnz,148.0,86.0,33.0,583.0,Mary-Kate Olsen,15000.0,27854896.0,Drama|Fantasy|Romance,Alex Pettyfer,64190,17396,Erik Knudsen,1.0,love|maid|newscaster|student|tutor,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,129.0,English,USA,PG-13,17000000.0,2011.0,976.0,2.35,16000,5.6
Little Miss Sunshine ,Color,Jonathan Dayton,270.0,101.0,36.0,27.0,Steven Christopher Parker,7000.0,59889948.0,Comedy|Drama,Steve Carell,355810,7227,Jill Talley,1.0,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,889.0,English,USA,R,8000000.0,2006.0,150.0,2.35,15000,7.9
Gerry ,Color,Gus Van Sant,103.0,103.0,835.0,,Casey Affleck,13000.0,236266.0,Adventure|Drama|Mystery,Matt Damon,15104,13000,,0.0,desert|friend|friendship|minimal dialogue|water,http://www.imdb.com/title/tt0302674/?ref_=fn_tt_tt_1,290.0,English,USA,R,3500000.0,2002.0,0.0,2.35,0,6.2
School Daze ,Color,Spike Lee,22.0,121.0,0.0,182.0,Ossie Davis,413.0,14545844.0,Comedy|Drama|Musical,Tisha Campbell-Martin,4756,1284,Bill Nunn,4.0,beauty salon|black college|college|fraternity|sorority,http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1,38.0,English,USA,R,6500000.0,1988.0,282.0,1.85,624,5.8
Evolution ,Color,Lucile Hadzihalilovic,63.0,81.0,92.0,8.0,Roxane Duran,23.0,,Drama|Horror|Mystery|Sci-Fi,Nissim Renard,979,54,Julie-Marie Parmentier,0.0,boy|giving birth|nurse|sea|ultrasonography,http://www.imdb.com/title/tt4291590/?ref_=fn_tt_tt_1,3.0,French,France,,,2015.0,21.0,2.35,257,6.4
Ask Me Anything ,Color,Allison Burnett,8.0,100.0,12.0,354.0,Gia Mantegna,529.0,,Drama,Kimberly Williams-Paisley,7870,2468,Cathryn de Prume,1.0,bare breasts|female protagonist,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,64.0,English,USA,Not Rated,950000.0,2014.0,413.0,,884,6.0
Paranormal Activity 2 ,Color,Tod Williams,264.0,98.0,21.0,189.0,Molly Ephraim,438.0,84749884.0,Horror,Sprague Grayden,82133,1081,Micah Sloat,0.0,california|carlsbad california|house|nanny|security camera,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1,359.0,English,USA,R,3000000.0,2010.0,332.0,1.85,14000,5.7
Simply Irresistible ,Color,Mark Tarlov,35.0,96.0,3.0,353.0,Dylan Baker,4000.0,4394936.0,Comedy|Drama|Fantasy|Romance,Sarah Michelle Gellar,11439,5668,Lawrence Gilliard Jr.,1.0,chef|female chef|love|magic|restaurant,http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1,190.0,English,Germany,PG-13,6000000.0,1999.0,812.0,2.35,901,5.3
The Toxic Avenger ,Color,Michael Herz,96.0,91.0,6.0,10.0,Mark Torgl,488.0,,Action|Comedy|Horror|Sci-Fi,Patrick Kilpatrick,19253,553,Pat Ryan,0.0,boy|health club|superhero|toxic waste|troma,http://www.imdb.com/title/tt0090190/?ref_=fn_tt_tt_1,147.0,English,USA,Unrated,475000.0,1984.0,11.0,1.85,0,6.2
Million Dollar Arm ,Color,Craig Gillespie,151.0,124.0,44.0,367.0,Suraj Sharma,4000.0,36447959.0,Biography|Drama|Sport,Jon Hamm,35833,6393,Gregory Alan Williams,0.0,baseball|based on true story|india|sports agent|training,http://www.imdb.com/title/tt1647668/?ref_=fn_tt_tt_1,96.0,English,USA,PG,25000000.0,2014.0,774.0,2.39,10000,7.0
Annabelle ,Color,John R. Leonetti,271.0,99.0,40.0,300.0,Annabelle Wallis,1000.0,84263837.0,Horror|Mystery,Alfre Woodard,81699,2323,Gabriel Bateman,0.0,horror movie prequel|murder|paranormal activity|self sacrifice|suicide,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,291.0,English,USA,R,6500000.0,2014.0,421.0,2.35,45000,5.4
Envy ,Color,Barry Levinson,76.0,99.0,272.0,62.0,Ariel Gade,1000.0,12181484.0,Comedy,Amy Poehler,26390,1189,Sam Lerner,1.0,best friend|dog|envy|jealousy|neighbor,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,40000000.0,2004.0,87.0,1.85,713,4.8
Highlander: The Final Dimension ,Color,Andrew Morahan,32.0,99.0,5.0,535.0,Mako,1000.0,13829734.0,Action|Fantasy|Romance|Sci-Fi,Christopher Lambert,16194,2960,Mario Van Peebles,0.0,cave|highlander|illusion|immortal|japan,http://www.imdb.com/title/tt0110027/?ref_=fn_tt_tt_1,79.0,English,Canada,PG-13,26000000.0,1994.0,691.0,2.35,319,4.3
Poultrygeist: Night of the Chicken Dead ,Color,Lloyd Kaufman,88.0,103.0,365.0,49.0,Lloyd Kaufman,907.0,23000.0,Comedy|Horror|Musical,John Karyus,5931,1411,Kate Graham,0.0,castration|chicken|fast food|indian burial ground|protest,http://www.imdb.com/title/tt0462485/?ref_=fn_tt_tt_1,58.0,English,USA,Unrated,500000.0,2006.0,365.0,1.85,0,6.2
Ramona and Beezus ,Color,Elizabeth Allen Rosenbaum,81.0,103.0,20.0,125.0,Hutch Dano,512.0,26161406.0,Adventure|Comedy|Family|Fantasy,Sierra McCormick,13874,1002,Jason Spevack,2.0,aunt|cat|death of pet|girl|no opening credits,http://www.imdb.com/title/tt0493949/?ref_=fn_tt_tt_1,52.0,English,USA,G,15000000.0,2010.0,316.0,2.35,0,6.7
Eden ,Color,Shyam Madiraju,5.0,90.0,0.0,708.0,Ethan Peck,1000.0,,Drama|Thriller,Jessica Lowndes,1351,3799,Brad Schmidt,2.0,flare gun|island|plane crash|soccer team|stranded,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,4.0,English,Spain,R,,2015.0,800.0,,452,4.8
High Fidelity ,Color,Stephen Frears,174.0,113.0,350.0,619.0,Lili Taylor,1000.0,27277055.0,Comedy|Drama|Music|Romance,Drake Bell,143137,3141,Lisa Bonet,0.0,employer employee relationship|record store|store|thirty something|vinyl,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602.0,English,UK,R,20000000.0,2000.0,960.0,1.85,10000,7.6
The Nutcracker in 3D ,Color,Andrey Konchalovskiy,47.0,110.0,96.0,554.0,Nathan Lane,887.0,190562.0,Action|Family|Fantasy|Musical,Shirley Henderson,2508,2728,Richard E. Grant,0.0,box office flop|christmas|christmas eve|critically bashed|toy comes to life,http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1,24.0,English,UK,PG,90000000.0,2010.0,886.0,2.35,788,4.4
The Wood ,Color,Rick Famuyiwa,18.0,106.0,44.0,328.0,Tamala Jones,865.0,25047631.0,Comedy|Drama|Romance,Omar Epps,6585,2724,Richard T. Jones,0.0,flashback|friendship|public nudity|shower|wedding,http://www.imdb.com/title/tt0161100/?ref_=fn_tt_tt_1,50.0,English,USA,R,6000000.0,1999.0,405.0,1.85,990,6.9
Green Lantern ,Color,Martin Campbell,436.0,123.0,258.0,326.0,Temuera Morrison,16000.0,116593191.0,Action|Adventure|Sci-Fi,Ryan Reynolds,223393,17657,Taika Waititi,2.0,autopsy|lantern|planet|ring|test pilot,http://www.imdb.com/title/tt1133985/?ref_=fn_tt_tt_1,550.0,English,USA,PG-13,200000000.0,2011.0,368.0,2.35,24000,5.6
Flying By ,Color,Jim Amatulli,,90.0,0.0,483.0,Patricia Neal,695.0,,Drama|Family|Music,Heather Locklear,215,3217,Katie Leclerc,6.0,,http://www.imdb.com/title/tt1131732/?ref_=fn_tt_tt_1,2.0,English,USA,PG-13,,2009.0,617.0,,38,4.5
Hey Arnold! The Movie ,Color,Tuck Tucker,33.0,76.0,14.0,636.0,Vincent Schiavelli,1000.0,13684949.0,Adventure|Animation|Comedy|Family,Jennifer Jason Leigh,4564,3752,Paul Sorvino,0.0,castle thunder|document|neighborhood|punctuation in title|villain arrested,http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1,43.0,English,USA,PG,3000000.0,2002.0,811.0,1.85,227,5.9
Blade: Trinity ,Color,David S. Goyer,185.0,122.0,687.0,957.0,Natasha Lyonne,16000.0,52397389.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,Ryan Reynolds,132954,19764,John Michael Higgins,0.0,blade|blood|dracula|vampire hunter|vampire slayer,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,514.0,English,USA,R,65000000.0,2004.0,1000.0,2.35,0,5.9
The Giver , Black and White,Phillip Noyce,198.0,97.0,176.0,10000.0,Meryl Streep,12000.0,45089048.0,Drama|Romance|Sci-Fi,Jeff Bridges,86251,36064,Alexander Skarsgård,3.0,black and white segues into color|color|community|dystopia|infanticide,http://www.imdb.com/title/tt0435651/?ref_=fn_tt_tt_1,260.0,English,South Africa,PG-13,25000000.0,2014.0,11000.0,2.35,58000,6.5
Dylan Dog: Dead of Night ,Color,Kevin Munroe,138.0,107.0,14.0,311.0,Laura Spencer,403.0,1183354.0,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,Marco St. John,13026,1577,Anita Briem,1.0,close up of eyes|monster|quirkiness|supernatural|vomiting,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,75.0,English,USA,PG-13,20000000.0,2010.0,368.0,2.35,0,5.1
Persepolis ,Color,Vincent Paronnaud,242.0,89.0,10.0,106.0,Gena Rowlands,963.0,4443403.0,Animation|Biography|Drama|War,Catherine Deneuve,70194,1754,Danielle Darrieux,0.0,dream|girl|iran|islamic revolution|revolution,http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1,158.0,French,France,PG-13,7300000.0,2007.0,545.0,1.85,14000,8.0
Halloween 4: The Return of Michael Myers ,Color,Dwight H. Little,144.0,88.0,27.0,101.0,Kathleen Kinmont,742.0,17768000.0,Horror|Thriller,Donald Pleasence,29629,1136,Ellie Cornell,0.0,halloween|michael myers|murder|niece|october,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,374.0,English,USA,R,5000000.0,1988.0,120.0,1.85,0,5.9
Dawn of the Crescent Moon ,Color,Kirk Loudon,3.0,95.0,0.0,279.0,Johnny Walter,883.0,,Drama|Sci-Fi|Thriller,Barry Corbin,34,2618,Shiree Nelson,0.0,,http://www.imdb.com/title/tt3157318/?ref_=fn_tt_tt_1,2.0,English,USA,,75000.0,2014.0,507.0,,87,5.0
Yeh Jawaani Hai Deewani ,Color,Ayan Mukerji,25.0,160.0,0.0,417.0,Madhuri Dixit,964.0,3827466.0,Comedy|Drama|Musical|Romance,Ranbir Kapoor,25122,2350,Aditya Roy Kapoor,2.0,jealousy|jumping into sea|love|swimming pool|wet clothes,http://www.imdb.com/title/tt2178470/?ref_=fn_tt_tt_1,102.0,Hindi,India,Not Rated,,2013.0,551.0,,0,6.9
The Watch ,Color,Akiva Schaffer,265.0,102.0,82.0,536.0,Nicholas Braun,622.0,34350553.0,Action|Comedy|Sci-Fi,Will Forte,104072,2486,Rosemarie DeWitt,4.0,alien|escape|manager|neighborhood watch|ohio,http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1,207.0,English,USA,R,68000000.0,2012.0,591.0,2.35,15000,5.7
Skyfall ,Color,Sam Mendes,750.0,143.0,0.0,393.0,Helen McCrory,883.0,304360277.0,Action|Adventure|Thriller,Albert Finney,522048,2039,Rory Kinnear,0.0,brawl|childhood home|computer cracker|intelligence agency|terrorist cell,http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1,1498.0,English,UK,PG-13,200000000.0,2012.0,563.0,2.35,80000,7.8
Wrath of the Titans ,Color,Jonathan Liebesman,310.0,99.0,473.0,502.0,Edgar Ramírez,14000.0,83640426.0,Action|Adventure|Fantasy,Liam Neeson,152826,16184,Lily James,0.0,ares|hades|titan|underworld|zeus,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253.0,English,USA,PG-13,150000000.0,2012.0,897.0,1.85,19000,5.8
White Oleander ,Color,Peter Kosminsky,103.0,109.0,7.0,450.0,Cole Hauser,835.0,16346122.0,Drama,Patrick Fugit,25549,2572,Marc Donato,0.0,california|foster home|love|oleander|prison,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1,171.0,English,USA,PG-13,16000000.0,2002.0,787.0,1.85,0,7.2
Max Keeble's Big Move ,Color,Tim Hill,37.0,91.0,25.0,611.0,Amber Valletta,833.0,17292381.0,Comedy|Crime|Family,Noel Fisher,5794,4551,Larry Miller,0.0,bully|moving|principal|revenge|school,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,69.0,English,USA,PG,12000000.0,2001.0,626.0,1.85,371,5.3
The First Wives Club ,Color,Hugh Wilson,50.0,103.0,37.0,452.0,Elizabeth Berkley,944.0,105444419.0,Comedy,Stockard Channing,31817,3143,Stephen Collins,3.0,cult film|female therapist|revenge|revenge motive|therapy session,http://www.imdb.com/title/tt0116313/?ref_=fn_tt_tt_1,117.0,English,USA,PG,26000000.0,1996.0,893.0,1.85,0,6.2
The Kids Are All Right ,Color,Lisa Cholodenko,323.0,106.0,450.0,712.0,Mia Wasikowska,14000.0,20803237.0,Comedy|Drama,Josh Hutcherson,110616,18645,Yaya DaCosta,1.0,biological father|college|motorcycle|sperm|sperm donor,http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1,291.0,English,USA,R,3500000.0,2010.0,3000.0,1.85,16000,7.1
Sarah's Key ,Color,Gilles Paquet-Brenner,136.0,111.0,15.0,121.0,Aidan Quinn,1000.0,7691700.0,Drama|War,Kristin Scott Thomas,12937,2140,Arben Bajraktaraj,2.0,apartment|escape|jewish family|journalist|key,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,73.0,French,France,PG-13,10000000.0,2010.0,767.0,2.35,0,7.5
Kevin Hart: Let Me Explain ,Color,Leslie Small,26.0,75.0,15.0,36.0,La'Princess Jackson,1000.0,32230907.0,Comedy|Documentary,David Jason Perez,6062,1385,Dana Hanna,0.0,lying|montreal|reference to twitter|reference to youtube|toronto,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,30.0,English,USA,R,2500000.0,2013.0,309.0,1.85,0,6.7
The Watcher ,Color,Joe Charbanic,103.0,97.0,10.0,178.0,Joseph Sikora,18000.0,28927720.0,Crime|Horror|Mystery|Thriller,Keanu Reeves,22220,18688,Chris Ellis,0.0,fbi|murder|scene of the crime|serial killer|therapy,http://www.imdb.com/title/tt0204626/?ref_=fn_tt_tt_1,181.0,English,USA,R,33000000.0,2000.0,223.0,1.85,463,5.3
Bran Nue Dae ,Color,Rachel Perkins,33.0,88.0,3.0,38.0,Magda Szubanski,46.0,110029.0,Comedy|Drama|Musical,Deborah Mailman,1388,225,Jessica Mauboy,7.0,australia|journey|love|priest|traveling,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,31.0,English,Australia,PG-13,6500000.0,2009.0,46.0,2.35,479,6.3
The Beaver ,Color,Jodie Foster,276.0,91.0,0.0,220.0,Cherry Jones,34000.0,958319.0,Drama,Jennifer Lawrence,39764,34705,Riley Thomas Stewart,0.0,beaver puppet|depression|dysfunctional family|puppet|speech,http://www.imdb.com/title/tt1321860/?ref_=fn_tt_tt_1,148.0,English,USA,PG-13,21000000.0,2011.0,242.0,2.35,17000,6.7
My Blueberry Nights ,Color,Kar-Wai Wong,192.0,95.0,0.0,20.0,Norah Jones,20000.0,866778.0,Drama|Romance,Natalie Portman,44208,20364,Adriane Lenox,3.0,blueberry pie|diner|nevada|new york city|pie,http://www.imdb.com/title/tt0765120/?ref_=fn_tt_tt_1,117.0,English,Hong Kong,PG-13,10000000.0,2007.0,329.0,2.35,0,6.7
Meet the Browns             ,Color,,3.0,30.0,,295.0,David Mann,607.0,,Comedy,Lamman Rucker,1922,1530,Denise Boutte,2.0,african american|character name in title|family relationships|sitcom,http://www.imdb.com/title/tt1319598/?ref_=fn_tt_tt_1,20.0,English,USA,,,,378.0,1.85,211,3.5
